make,type,transmission,fuel,fuel_comb,emissions,engine(l),cylinder
chevrolet,compact,automatic_shift,x,8.2,195,1.8,4
buick,suv,automatic_shift,x,8.3,194,1.4,4
toyota,suv,automatic_shift,x,10.4,242,3.5,6
ford,full_size,automatic_shift,x,10,238,2,4
bmw,compact,automatic_shift,z,9,213,2,4
jaguar,two_seater,automatic_shift,z,13.3,311,5,8
subaru,compact,manual,x,8.4,197,2,4
volkswagen,compact,automated_manual,x,8.5,200,2,4
ford,mid_size,manual,x,9.3,219,2,4
lexus,suv,automatic_shift,x,11.1,255,3.5,6
nissan,other,continuously_variable,x,9.4,220,2,4
mini,compact,manual,z,7.5,175,1.5,3
mini,compact,automatic_shift,z,8.2,193,2,4
porsche,full_size,automated_manual,z,10.9,251,3.6,6
mazda,van_wagon,automatic_shift,x,9.7,226,2.5,4
gmc,pickup,automatic,x,13.5,316,5.3,8
cadillac,full_size,automatic_shift,x,11.1,260,3.6,6
mercedes_benz,compact,automatic_shift,z,13.1,301,5.5,8
mini,compact,manual,z,7.8,179,1.6,4
porsche,suv,automatic,z,12.3,287,3.6,6
mazda,suv,manual,x,8.8,206,2,4
gmc,suv,automatic,x,12,276,3.6,6
chevrolet,van_wagon,automatic,x,16.5,380,5.3,8
volvo,compact,automatic_shift,x,11.2,258,3,6
gmc,suv,automatic,x,13.4,314,5.3,8
mazda,van_wagon,manual,x,9.8,225,2.5,4
honda,van_wagon,continuously_variable,x,6.5,151,1.5,4
nissan,pickup,automatic_shift,x,13.3,312,5.6,8
cadillac,suv,automatic,z,13.9,325,6.2,8
mazda,mid_size,automatic_shift,x,8,187,2.5,4
mazda,compact,automatic_shift,x,8.2,192,2.5,4
infiniti,mid_size,automatic_shift,z,11.1,261,3,6
porsche,two_seater,manual,z,9.9,228,2.7,6
subaru,suv,manual,x,9.7,228,2.5,4
lexus,suv,automatic_shift,z,14.5,337,4.6,8
ford,other,automatic_shift,x,10.4,243,2.5,4
honda,mid_size,manual,x,8,186,2,4
mazda,mid_size,automatic_shift,x,7.7,181,2,4
subaru,compact,automatic_shift,z,8.6,200,2,4
volkswagen,suv,automatic_shift,z,10.7,256,2,4
honda,van_wagon,manual,x,7.3,171,1.5,4
infiniti,mid_size,automatic_shift,z,10.2,235,3.7,6
ford,compact,manual,x,9.5,222,2.3,4
porsche,two_seater,automated_manual,z,14.4,335,4,6
hyundai,mid_size,manual,x,8.6,202,2,4
jaguar,mid_size,automatic_shift,z,13.2,304,5,8
chevrolet,mid_size,manual,x,7.1,167,1.4,4
buick,suv,automatic_shift,x,7.9,185,1.4,4
toyota,pickup,automatic_shift,x,11.2,263,2.7,4
lexus,compact,automatic_shift,z,10.9,254,3.5,6
mazda,suv,automatic_shift,x,10.5,244,2.5,4
jeep,suv,automatic,x,10.8,253,3.2,6
infiniti,mid_size,automatic_shift,z,7.6,175,3.5,6
chevrolet,suv,automatic,x,11.3,265,3.6,6
honda,two_seater,manual,x,6.9,159,1.5,4
dodge,full_size,automatic,z,12.9,302,6.4,8
jeep,suv,automatic,x,10,238,2.4,4
dodge,full_size,automatic,e,14.8,237,3.6,6
ford,compact,automatic_shift,x,10,234,2.3,4
bmw,compact,automatic_shift,z,10,230,3,6
ford,pickup,automatic_shift,x,13.3,309,5,8
nissan,compact,automatic,x,7.9,186,1.6,4
bmw,compact,automatic_shift,z,9.9,232,3,6
mazda,compact,automatic_shift,x,7.3,168,2.5,4
volvo,mid_size,automatic_shift,z,9.4,219,2,4
lexus,mid_size,automatic_shift,z,11.1,261,3.4,6
mini,compact,automatic_shift,z,8.4,196,2,4
mini,compact,automatic_shift,z,8.4,197,2,4
mercedes_benz,mid_size,automatic_shift,z,10.8,248,4.7,6
mazda,compact,manual,x,7,161,2,4
ford,pickup,automatic_shift,d,9.5,256,3,6
honda,full_size,manual,z,9.6,224,2,4
chevrolet,pickup,automatic,d,8.9,238,3,6
chevrolet,pickup,automatic,d,11.7,315,2.8,4
volkswagen,compact,automatic_shift,x,8.1,189,1.8,4
cadillac,mid_size,automatic_shift,x,10.4,248,3.6,6
kia,mid_size,automated_manual,x,7.8,184,1.6,4
ford,van_wagon,automatic_shift,x,14.7,345,3.5,6
kia,full_size,automatic_shift,x,8.2,198,2.4,4
bmw,compact,manual,z,11.6,271,3,6
porsche,compact,manual,z,11,258,3,6
mini,compact,manual,z,9.4,220,2,4
volvo,compact,automatic_shift,x,8.3,193,2,4
bmw,compact,manual,z,11.6,271,3,6
chevrolet,pickup,automatic,x,12.7,297,5.3,8
lexus,compact,automatic_shift,z,10.6,244,3.5,6
ford,other,automatic_shift,x,10.7,251,2.5,4
ford,suv,automatic_shift,x,9.3,214,1.6,4
honda,compact,continuously_variable,x,7.2,167,1.5,4
volkswagen,compact,manual,x,8.2,193,2,4
jeep,suv,automatic,x,10,233,2,4
hyundai,compact,manual,x,9.5,226,2,4
ford,other,automatic_shift,x,10.7,252,2.5,4
ford,other,automatic_shift,x,10.4,239,2.5,4
audi,compact,automated_manual,z,8.8,205,2,4
lexus,compact,automatic_shift,z,12.2,293,5,8
jeep,suv,automatic,x,10.1,238,2.4,4
infiniti,compact,automated_manual,z,8.5,200,2,4
dodge,suv,automatic,e,15.6,250,3.6,6
infiniti,suv,automatic_shift,z,15.1,354,5.6,8
bmw,van_wagon,automatic_shift,z,8.8,207,2,4
chevrolet,pickup,automatic,x,10.8,253,2.5,4
bmw,compact,automatic_shift,z,10.7,249,3,6
chevrolet,compact,automatic_shift,x,8.3,193,1.8,4
bmw,compact,automatic_shift,z,10.2,238,3,6
chevrolet,pickup,automatic,x,12.7,292,5.3,8
lexus,suv,continuously_variable,z,8.1,190,3.5,6
jaguar,two_seater,manual,z,12.7,296,3,6
buick,mid_size,automatic_shift,z,9.9,228,2,4
mercedes_benz,compact,automatic_shift,z,13.4,308,5.5,8
volvo,mid_size,automatic_shift,x,11.2,258,3,6
mercedes_benz,compact,automatic,z,11.1,255,3,6
porsche,compact,automated_manual,z,10.8,251,3,6
chevrolet,van_wagon,automatic,x,18.6,438,6,8
infiniti,compact,automatic_shift,z,10.8,259,3,6
mini,compact,manual,z,7.5,172,1.6,4
jeep,suv,automatic,x,10.2,235,3.2,6
jaguar,suv,automatic_shift,z,11.8,277,3,6
porsche,compact,manual,z,10.9,251,3.8,6
ford,compact,manual,x,7,164,1,3
mercedes_benz,suv,automatic,z,15.2,357,4.7,8
volkswagen,compact,automated_manual,d,6.9,183,2,4
porsche,suv,automatic,z,12.3,286,3.6,6
mercedes_benz,compact,automatic,z,9.8,213,3,6
porsche,suv,automated_manual,z,11.2,264,2,4
subaru,van_wagon,manual,x,8.5,196,2,4
ford,pickup,automatic_shift,e,20,326,5,8
volvo,suv,automatic_shift,x,11.3,260,3.2,6
toyota,mid_size,continuously_variable,x,5.1,121,2.5,4
toyota,mid_size,automatic_shift,x,9,210,3.5,6
gmc,suv,automatic,e,17.2,285,5.3,8
audi,compact,automated_manual,z,12.8,294,4.2,8
chevrolet,two_seater,automatic_shift,z,12,276,6.2,8
bmw,full_size,automatic_shift,z,8.9,209,2,4
jeep,suv,continuously_variable,x,9.7,228,2,4
jaguar,suv,automatic_shift,z,9.9,227,2,4
ford,compact,manual,x,8.2,192,1.6,4
hyundai,suv,automatic_shift,x,12.5,295,3.3,6
cadillac,mid_size,automatic_shift,z,16.6,382,6.2,8
cadillac,compact,automatic_shift,z,10,235,2,4
mercedes_benz,compact,automatic_shift,z,9.1,209,2,4
chevrolet,pickup,automatic,x,14.1,331,5.3,8
mazda,suv,automatic_shift,d,8.2,227,2.2,4
ford,pickup,automatic_shift,x,12.3,288,2.7,6
mercedes_benz,suv,automatic,z,15.7,370,4.7,8
ford,pickup,automatic_shift,x,14.2,334,5,8
ford,pickup,automatic_shift,x,11.7,274,3.5,6
audi,two_seater,manual,z,16.4,377,5.2,10
honda,full_size,manual,x,9,214,2,4
kia,compact,manual,x,9.6,221,1.6,4
audi,mid_size,automated_manual,z,9.9,232,3,6
volkswagen,mid_size,automatic,z,10.8,248,3.6,6
cadillac,suv,automatic,z,16.4,377,6.2,8
kia,suv,automatic_shift,x,11.1,263,2,4
porsche,compact,manual,z,10.5,246,3,6
ford,compact,automatic_shift,x,10.4,243,2.3,4
gmc,suv,automatic,e,17.2,275,5.3,8
bmw,suv,automatic_shift,z,9.2,215,2,4
mazda,suv,automatic_shift,x,8.5,201,2.5,4
ford,compact,automatic_shift,x,7.8,179,2,4
gmc,pickup,automatic,d,10.6,284,2.8,4
bmw,compact,manual,z,10.4,245,3,6
ford,pickup,automatic_shift,e,17.7,294,5,8
toyota,pickup,automatic_shift,x,16.3,380,5.7,8
bmw,compact,manual,z,10.7,249,3,6
hyundai,full_size,automatic_shift,x,8.1,190,2.4,4
chevrolet,mid_size,manual,x,7.8,179,1.4,4
hyundai,suv,automatic_shift,x,12.5,287,3.3,6
jaguar,two_seater,automatic_shift,z,9.2,215,2,4
dodge,full_size,automatic,x,12.9,302,5.7,8
bmw,suv,automatic_shift,z,11.2,266,3,6
bmw,full_size,automatic_shift,z,10,230,3,6
chevrolet,pickup,automatic,x,12.2,286,3.6,6
honda,suv,continuously_variable,x,7.8,186,2.4,4
gmc,pickup,automatic,e,17.5,280,5.3,8
toyota,pickup,manual,x,13.1,301,4,6
bmw,mid_size,automatic,z,9.1,209,2,4
gmc,pickup,automatic,d,9.6,257,2.8,4
ford,compact,manual,x,12.7,292,5,8
nissan,other,continuously_variable,x,9.3,218,2,4
jeep,suv,automatic,z,17.7,413,6.2,8
dodge,suv,automatic,x,12.4,285,3.6,6
hyundai,compact,automatic_shift,x,8.8,202,1.6,4
toyota,mid_size,continuously_variable,x,6,141,2.5,4
mercedes_benz,other,automatic_shift,z,10.2,233,2,4
volkswagen,van_wagon,automated_manual,d,6.7,180,2,4
porsche,compact,automated_manual,z,10,233,3,6
audi,compact,automatic_shift,z,10.1,236,2,4
mercedes_benz,two_seater,automatic_shift,z,9.7,225,3.5,6
porsche,two_seater,automated_manual,z,9.9,230,2.5,4
bmw,full_size,automatic_shift,z,8.8,207,2,4
chevrolet,van_wagon,manual,x,8.3,194,1.8,4
kia,full_size,automatic_shift,x,11.8,278,3.8,6
volkswagen,van_wagon,manual,x,8.2,194,1.8,4
mercedes_benz,two_seater,automatic,z,12.4,291,5.5,8
chevrolet,suv,automatic_shift,x,11.7,276,3.6,6
gmc,suv,automatic,z,13.8,325,6.2,8
cadillac,suv,automatic_shift,x,12.3,287,3.6,6
jaguar,two_seater,automatic_shift,z,13.3,311,5,8
gmc,pickup,automatic,x,11.8,278,4.3,6
nissan,mid_size,manual,x,8,187,1.8,4
dodge,mid_size,manual,z,14,325,6.4,8
hyundai,suv,automated_manual,x,8.6,201,1.6,4
porsche,two_seater,manual,z,14.1,334,4,6
chevrolet,suv,automatic,e,19.3,321,5.3,8
hyundai,full_size,automated_manual,x,4.1,96,1.6,4
chevrolet,mid_size,automatic_shift,z,9.7,228,2,4
ford,suv,automatic_shift,x,13.3,322,3.5,6
jeep,suv,automatic,x,10,235,2.4,4
bmw,compact,automatic_shift,d,7,184,2,4
hyundai,suv,automatic_shift,x,7.8,186,2,4
bmw,compact,automatic_shift,z,8.6,202,2,4
audi,compact,automated_manual,x,8,188,2,4
hyundai,mid_size,automatic_shift,x,8.6,198,2,4
gmc,pickup,automatic,e,16.5,284,4.3,6
chevrolet,other,continuously_variable,x,9.4,216,2,4
honda,full_size,manual,x,7.9,185,1.5,4
bmw,suv,automatic_shift,z,9.7,223,2,4
chevrolet,pickup,automatic,x,10.7,252,2.5,4
mercedes_benz,compact,automatic_shift,z,10.5,242,3,6
porsche,suv,automatic,z,14.3,334,4.8,8
ford,pickup,automatic,x,11.5,264,3.5,6
toyota,suv,automatic_shift,x,10.2,235,2.7,4
audi,mid_size,automatic_shift,z,11,253,3,6
kia,compact,automatic_shift,x,7.5,177,1.6,4
toyota,compact,manual,x,7.1,165,1.8,4
dodge,full_size,automatic,z,13,305,6.4,8
mini,compact,automatic_shift,z,8.4,197,2,4
mercedes_benz,other,automatic,z,10.5,248,2,4
mazda,two_seater,automatic_shift,z,7.9,186,2,4
audi,compact,automatic_shift,z,9.7,226,2,4
mercedes_benz,compact,automatic_shift,z,11.4,268,4.7,8
toyota,pickup,automatic_shift,x,14.3,329,4.6,8
bmw,compact,automatic_shift,z,8.8,207,2,4
honda,van_wagon,continuously_variable,x,8.2,193,1.8,4
chevrolet,suv,automatic,x,13.3,314,5.3,8
kia,suv,automatic_shift,x,10.5,247,2.4,4
mazda,suv,automatic_shift,x,9.6,225,2.5,4
mercedes_benz,compact,automatic,z,11.8,277,4,8
jeep,suv,manual,x,9.2,212,2,4
mini,compact,automatic,z,9,207,1.6,4
hyundai,suv,automatic_shift,x,10.1,238,2.4,4
porsche,two_seater,automated_manual,z,13.9,324,4,6
bmw,compact,manual,z,9,211,2,4
jeep,suv,automatic,x,10,230,2.4,4
chevrolet,mid_size,automatic_shift,x,8.3,191,1.8,4
toyota,pickup,automatic_shift,x,11.7,274,2.7,4
audi,compact,manual,z,11.7,273,3,6
chevrolet,van_wagon,automatic,x,18.8,432,6,8
dodge,full_size,automatic,x,11.7,271,3.6,6
audi,compact,automatic_shift,z,10.3,237,2,4
mini,compact,automatic_shift,z,8.4,197,2,4
gmc,suv,automatic,d,7.4,198,1.6,4
ford,pickup,automatic_shift,x,13.4,308,3.7,6
volvo,mid_size,automatic_shift,z,8.7,204,2,4
jeep,suv,automatic,e,13.7,219,2.4,4
porsche,compact,automated_manual,z,10.6,249,3,6
chevrolet,compact,automatic_shift,x,8,184,1.4,4
hyundai,suv,automated_manual,x,8.6,201,1.6,4
audi,two_seater,manual,z,17.7,407,4.2,8
jeep,suv,manual,x,13.3,308,3.6,6
audi,suv,automatic_shift,z,10.4,239,2,4
ford,suv,automatic_shift,e,15.9,254,3.5,6
honda,mid_size,continuously_variable,x,8.1,186,2.4,4
mercedes_benz,suv,automatic,z,15.1,355,4.7,8
ford,van_wagon,automatic,e,23,368,4.6,8
hyundai,suv,automatic_shift,x,12.5,295,3.3,6
bmw,suv,automatic_shift,z,14.6,341,4.4,8
ford,pickup,automatic_shift,x,14.3,336,3.5,6
chevrolet,suv,automatic,x,13,305,5.3,8
volvo,compact,automatic_shift,x,10.1,232,2.5,5
hyundai,full_size,automated_manual,x,8.3,194,1.6,4
infiniti,mid_size,automatic_shift,z,10.4,237,3.7,6
subaru,van_wagon,manual,z,12.2,288,2.5,4
kia,mid_size,manual,x,8.4,193,2,4
audi,compact,automated_manual,z,11,257,3,6
jeep,suv,automatic,x,10.9,256,2.4,4
audi,two_seater,automated_manual,x,9.2,213,2,4
honda,suv,automatic,x,11.3,265,3.5,6
kia,van_wagon,automated_manual,x,5.4,129,1.6,4
mini,compact,manual,z,9.4,220,2,4
chevrolet,compact,manual,x,7.3,170,1.4,4
nissan,pickup,automatic_shift,z,13.3,313,5.6,8
ford,pickup,automatic_shift,x,12.7,305,3.5,6
ford,other,automatic_shift,x,9.3,219,2,4
porsche,compact,automated_manual,z,11.6,272,3,6
toyota,compact,manual,x,6.7,164,1.5,4
hyundai,suv,manual,x,10,232,2,4
mercedes_benz,compact,automatic_shift,z,12.5,288,4.7,8
jaguar,two_seater,automatic_shift,z,9,215,2,4
mazda,mid_size,manual,x,8,188,2.5,4
mercedes_benz,compact,automatic,z,12.4,291,4,8
jaguar,two_seater,automatic_shift,z,12.7,299,5,8
gmc,pickup,automatic,d,10.1,270,2.8,4
lexus,compact,automatic_shift,z,10.9,254,3.5,6
hyundai,suv,automatic_shift,x,10.1,239,2,4
porsche,full_size,automated_manual,z,13.4,313,4,8
toyota,pickup,automatic,x,13.4,308,4,6
gmc,van_wagon,automatic,e,22.6,362,5.3,8
porsche,two_seater,manual,z,9.8,229,2,4
ford,full_size,automatic_shift,x,12.5,294,3.5,6
kia,van_wagon,automatic_shift,x,8.2,198,1.6,4
mini,mid_size,automatic_shift,z,9.3,220,2,4
dodge,mid_size,automatic,x,12.3,283,5.7,8
porsche,compact,manual,z,11,253,3.8,6
volvo,suv,automatic_shift,z,10.4,242,2,4
toyota,suv,automatic_shift,x,9.3,222,2.5,4
nissan,van_wagon,manual,x,9.2,217,2,4
mazda,mid_size,automatic_shift,x,7.3,168,2.5,4
volkswagen,compact,automated_manual,x,8.4,196,2,4
chevrolet,compact,automatic_shift,x,8.4,197,1.8,4
infiniti,mid_size,automatic_shift,z,11.7,274,3.7,6
chevrolet,pickup,automatic,x,11.7,274,3.6,6
cadillac,compact,automatic_shift,z,12.2,293,3.6,6
ford,van_wagon,automatic,x,18.3,421,5.4,8
mercedes_benz,compact,automatic,z,11.8,276,4.7,8
bmw,suv,automatic_shift,z,11.2,270,3,6
hyundai,full_size,automatic_shift,x,8.2,198,2.4,4
buick,suv,automatic_shift,x,8.8,205,1.4,4
ford,compact,manual,x,6.6,152,1,4
chevrolet,pickup,automatic,x,14.1,331,3.6,6
toyota,mid_size,continuously_variable,x,7.3,168,1.8,4
mazda,mid_size,automatic_shift,x,7.9,186,2.5,4
mini,mid_size,manual,z,9.1,214,1.5,3
volvo,mid_size,automatic_shift,x,8.2,193,2,4
jaguar,full_size,automatic_shift,z,13.3,313,5,8
ford,pickup,automatic_shift,x,11.7,277,2.7,6
ford,pickup,automatic_shift,x,14.7,341,5,8
bmw,compact,automatic_shift,z,8.8,208,2,4
jeep,suv,automatic,x,13.4,313,3.6,6
mini,mid_size,manual,z,9.1,214,1.5,3
chevrolet,mid_size,manual,x,8,184,1.4,4
dodge,mid_size,automatic,x,10.4,242,3.6,6
mini,two_seater,manual,z,8,184,1.6,4
mazda,compact,automatic_shift,x,7.4,176,2,4
mercedes_benz,two_seater,automatic,z,10.2,238,3,6
buick,mid_size,automatic_shift,x,11.7,274,3.6,6
volkswagen,compact,automated_manual,z,9.4,220,2,4
jaguar,two_seater,automatic_shift,z,9.2,215,2,4
jeep,suv,automatic,x,9.6,225,2.4,4
ford,pickup,automatic_shift,x,12.3,288,2.7,6
volkswagen,compact,automatic_shift,x,8.2,191,2,4
audi,mid_size,automatic_shift,z,9.2,211,2,4
bmw,compact,manual,z,13.7,315,4.4,8
honda,compact,continuously_variable,x,7,164,2,4
ford,full_size,automatic_shift,x,10.3,237,3.5,6
lexus,compact,automatic_shift,z,9,212,2,4
kia,compact,automatic_shift,x,7.7,177,1.6,4
buick,suv,automatic_shift,x,8.8,208,1.4,4
toyota,mid_size,continuously_variable,x,6.9,162,1.8,4
gmc,pickup,automatic,e,17.9,317,5.3,8
jeep,suv,automatic,x,9.7,229,2.4,4
subaru,compact,continuously_variable,z,11.2,256,2,4
toyota,compact,continuously_variable,x,4.7,108,1.5,4
ford,pickup,automatic_shift,e,15.8,262,3.3,6
audi,compact,automated_manual,x,9.5,224,2,4
hyundai,full_size,automatic_shift,x,8.8,207,2.4,4
gmc,pickup,automatic,x,14,325,5.3,8
subaru,suv,continuously_variable,x,8.2,192,2.5,4
mini,compact,manual,z,8.6,198,2,4
lexus,mid_size,automatic_shift,z,12.9,297,4.6,8
ford,mid_size,continuously_variable,x,5.5,126,2,4
toyota,mid_size,automatic_shift,x,9.5,222,3.5,6
honda,full_size,continuously_variable,x,7.3,170,1.5,4
dodge,suv,automatic,x,12.1,283,3.6,6
mini,compact,automatic_shift,z,9,212,1.6,4
mini,compact,manual,z,9.4,220,2,4
hyundai,suv,automatic_shift,x,11.3,265,3.3,6
ford,compact,manual,x,8,184,1.6,4
porsche,suv,manual,z,13.6,313,3.6,6
mazda,compact,automatic,x,7.7,177,1.5,4
lexus,suv,automatic_shift,z,13.9,322,4.6,8
volkswagen,suv,automatic_shift,x,9.7,228,2,4
chevrolet,van_wagon,automatic_shift,x,8,188,1.4,4
bmw,compact,manual,z,11.7,280,3,6
toyota,pickup,automatic_shift,x,15.9,371,5.7,8
nissan,van_wagon,manual,z,7.8,183,1.6,4
nissan,two_seater,automatic_shift,z,11.5,271,3.7,6
infiniti,suv,continuously_variable,z,10.8,246,3.5,6
mini,two_seater,automatic,z,8.3,191,1.6,4
kia,van_wagon,automatic_shift,x,8.7,206,2,4
toyota,suv,automatic_shift,x,12.8,298,4,6
chevrolet,pickup,automatic,x,11.8,278,4.3,6
ford,suv,automatic_shift,x,10.2,239,2,4
ford,pickup,automatic_shift,x,12.4,291,3.3,6
ford,pickup,automatic_shift,e,17.8,293,5,8
toyota,suv,automatic_shift,x,16.6,382,5.7,8
subaru,suv,continuously_variable,x,10.4,244,2.4,4
ford,mid_size,automatic_shift,x,9.6,225,2,4
jaguar,two_seater,manual,z,12.9,302,3,6
ford,pickup,automatic_shift,e,17.4,290,5,8
bmw,full_size,automatic,z,9.1,209,2,4
chevrolet,suv,automatic,z,14.6,343,6.2,8
ford,compact,automatic_shift,x,7.4,170,1.6,4
bmw,suv,automatic_shift,z,9.1,213,2,4
infiniti,mid_size,automatic_shift,z,12.8,300,5.6,8
hyundai,compact,continuously_variable,x,6.7,160,1.6,4
chevrolet,pickup,automatic,x,11.3,260,3.6,6
audi,compact,automated_manual,x,9.2,213,2,4
ford,compact,manual,x,10.3,240,2.3,4
mercedes_benz,mid_size,automatic_shift,z,10.8,253,3,6
chevrolet,pickup,automatic,d,9.4,252,3,6
toyota,mid_size,continuously_variable,x,4.7,108,1.8,4
mercedes_benz,compact,automatic_shift,z,11.7,275,4.7,8
bmw,compact,automatic_shift,z,8.9,209,2,4
ford,pickup,automatic_shift,x,10.6,249,2.7,6
infiniti,suv,continuously_variable,z,10.6,244,3.5,6
volvo,compact,automatic_shift,x,8.4,198,2,4
lexus,mid_size,automatic_shift,z,9.7,227,2,4
jaguar,two_seater,automatic_shift,z,10.4,242,3,6
volvo,van_wagon,automatic_shift,z,9.3,216,2,4
audi,two_seater,automated_manual,z,12.7,304,5.2,10
nissan,suv,continuously_variable,x,11,253,3.5,6
nissan,pickup,automatic_shift,x,13.4,315,5.6,8
ford,compact,manual,z,14,334,5.2,8
nissan,suv,continuously_variable,x,10.4,239,3.5,6
hyundai,suv,automatic_shift,x,10,230,2.4,4
nissan,pickup,automatic,x,12.9,304,4,6
chevrolet,pickup,automatic,x,13.9,326,5.3,8
buick,mid_size,automatic_shift,e,15.8,260,3.6,6
jeep,suv,automatic,z,15.7,368,6.4,8
dodge,mid_size,automatic,x,11,258,3.6,6
volkswagen,suv,automatic_shift,z,10.7,246,2,4
toyota,pickup,automatic_shift,x,15.6,358,5.7,8
ford,compact,automatic_shift,x,12.7,304,5,8
mazda,compact,automatic_shift,x,7.8,182,2.5,4
infiniti,suv,automatic_shift,z,14.7,338,5.6,8
volkswagen,compact,automated_manual,x,8.5,201,2,4
kia,full_size,automatic_shift,x,10.2,237,3.3,6
dodge,suv,automatic,e,16.4,274,3.6,6
jeep,suv,continuously_variable,x,9.9,228,2,4
porsche,compact,manual,z,11.1,260,3,6
ford,suv,automatic_shift,x,10.8,254,2.3,4
mercedes_benz,compact,automatic,z,11,257,3,6
toyota,pickup,automatic,x,11.9,274,2.7,4
mercedes_benz,compact,automatic_shift,z,10.4,231,3,6
nissan,suv,manual,x,14,331,4,6
gmc,van_wagon,automatic,x,19.8,465,6,8
chevrolet,suv,automatic,x,13.2,310,5.3,8
honda,van_wagon,automatic,x,7.5,172,1.5,4
jeep,suv,automatic,x,9.9,230,1.3,4
mazda,suv,automatic_shift,x,12.3,283,3.7,6
bmw,suv,automatic_shift,z,10.9,251,3,6
hyundai,suv,automated_manual,x,9.3,221,1.6,4
toyota,compact,automatic_shift,z,8.7,204,2,4
cadillac,mid_size,automatic_shift,z,9.5,223,2,4
dodge,full_size,automatic,x,10.3,237,3.6,6
kia,van_wagon,automatic_shift,x,12.5,288,3.3,6
jaguar,full_size,automatic_shift,z,11.7,276,3,6
chevrolet,pickup,automatic,d,11.7,315,2.8,4
gmc,suv,automatic,x,13.2,310,5.3,8
kia,suv,automatic_shift,x,9.2,218,2.4,4
bmw,compact,automatic_shift,z,10,230,3,6
bmw,two_seater,manual,z,10.8,253,3,6
jeep,suv,automatic,d,10,268,3,6
dodge,full_size,automatic,e,15.9,264,3.6,6
nissan,mid_size,continuously_variable,x,7.6,175,2.5,4
dodge,mid_size,manual,z,13.9,320,6.4,8
volvo,suv,automatic_shift,x,11.2,264,3.2,6
honda,suv,automatic_shift,x,10.8,257,3.5,6
mazda,compact,automatic_shift,x,7.6,178,2,4
chevrolet,pickup,automatic,x,14.9,350,5.3,8
ford,compact,manual,x,11.2,264,3.7,6
chevrolet,van_wagon,automatic,x,15.9,366,5.3,8
gmc,pickup,automatic,x,11.9,274,4.3,6
chevrolet,pickup,automatic,e,16.5,284,5.3,8
mercedes_benz,suv,automatic_shift,z,15.5,356,5.5,8
gmc,pickup,automatic,e,17.1,284,4.3,6
honda,compact,continuously_variable,x,6.7,155,1.5,4
ford,suv,automatic_shift,x,9.6,221,2,4
mercedes_benz,compact,automatic_shift,z,9,212,2,4
hyundai,suv,automatic_shift,x,11.1,255,2.4,4
mini,compact,automatic_shift,z,7.9,184,1.5,3
chevrolet,suv,automatic,x,13.2,310,5.3,8
cadillac,compact,automatic_shift,z,10,234,2.7,4
gmc,suv,automatic,x,13.2,310,5.3,8
gmc,pickup,automatic,e,16.8,269,4.3,6
porsche,compact,automated_manual,z,9.6,225,3,6
kia,compact,manual,x,8.8,202,2,4
mercedes_benz,suv,automatic,z,17.5,419,5.5,8
bmw,compact,automatic_shift,z,9.1,213,2,4
porsche,compact,manual,z,10.4,243,3,6
buick,suv,automatic,z,10.7,249,2,4
chevrolet,two_seater,manual,z,11.2,263,6.2,8
mercedes_benz,compact,automatic_shift,z,8.8,202,2,4
hyundai,full_size,automatic,x,8.5,196,2.4,4
mini,mid_size,manual,z,9.7,227,2,4
bmw,mid_size,manual,z,13.7,321,4.4,8
ford,other,automatic_shift,e,14,234,2.5,4
bmw,full_size,automatic,z,10.1,232,3,6
volvo,suv,automatic_shift,z,10.4,244,2,4
