Course Name,category,sub Category,AVG Rating,number ratings,enrollment,last UPDATED,,lectures,duration,COST,COST2,discount,inst rating,inst review,inst student
Microsoft SQL from A to Z,development,Data Science,4.1,1544,9516,3/2017,,77,8h 4m,,EUR12.05,84%,4.1,1617,15794
Affiliate Marketing: How I Made 5 Figure passive Income,music,Vocal,4.6,2811,22310,8/2020,,67,6h 30m,CAD$104.99,EUR70.34,82%,4.4,4136,30746
The Ultimate Hands-On Hadoop - Tame your Big Data!,business,Finance,4.4,2681,18497,8/2020,,56,9h 56m,CAD$21.99,,71%,4.5,339445,1162093
Amazon FBA Course - How to Sell on Amazon MASTERY Course,business,Operations,4.5,1371,7325,5/2020,,81,3h 44m,CAD$20.99,,69%,4.5,26337,93654
AZ-102 Azure Administrator Transition Exam Cert Prep,it software,Other,3.3,98,278,8/2020,,74,4h 40m,,EUR16.07,84%,3.8,170,2410
,,,,,,,,,,,,,,,
Computer Programming for Beginners,development,Programming Languages,4.4,1945,11519,3/2018,,101,22h 52m,,EUR16.07,88%,4.5,214431,811374
The Complete Cyber Security Course : Hackers Exposed!,it software,Operating Systems,4.5,6308,36742,9/2020,,685,80h 0m,CAD$16.99,,86%,4.4,40062,218934
Google Cloud Certified Professional Cloud Architect Dumps,it software,Other,4.6,913,9585,9/2020,,32,14h 11m,,EUR16.07,78%,4.7,5973,49715
Windows Server 2012 System Administration: Get an IT Job!,it software,IT Certification,4.6,23705,102238,10/2020,,170,12h 47m,CAD$16.99,,75%,4.6,74745,517994
Microsoft SCCM Training,it software,Network & Security,4.5,1119,10417,12/2019,,172,11h 58m,CAD$16.99,,88%,4.6,90008,285853
"The Complete Personal Finance Course: Save,Protect,Make More",business,Entrepreneurship,4.5,808,4492,1/2019,,25,4h 1m,CAD$16.99,,69%,4.5,18423,98942
"Complete Guide to Protocol Buffers 3 [Java, Golang, Python]",development,Software Engineering,4.5,2347,13107,11/2019,,62,10h 42m,CAD$21.99,,92%,4.5,8330,78088
"Dog CPR, First Aid + Safety for pet pros + dedicated owners",personal development,Personal Transformation,4.7,6324,26870,10/2020,,124,12h 22m,CAD$25.99,EUR30.82,32%,4.7,56917,177121
Symfony API Platform with React Full Stack Masterclass,development,Software Engineering,4.2,1013,4142,6/2018,,19,4h 16m,CAD$20.99,,30%,4.3,1917,8791
Primavera P6 Advanced Training,business,Data & Analytics,4.5,5268,23442,11/2019,,97,10h 54m,CAD$39.99,,85%,4.5,61441,190125
How to Become a Transcriptionist,business,Operations,4.3,4013,13438,4/2017,,56,5h 59m,CAD$17.99,,83%,4.4,5536,16511
,,,,,,,,,,,,,,,
Learn Blender 3D Modeling for Unity Video Game Development,design,3D & Animation,4.5,1377,7232,9/2020,,48,4h 11m,CAD$16.99,,51%,4.6,4477,26628
"CAPM Exam Cram Session - PMBOK Guide, 6th edition",design,Design Tools,4.6,1823,14449,5/2018,,105,11h 35m,CAD$24.99,,92%,4.4,40627,226330
Learn to speak Hmong,music,Instruments,4.6,4838,69527,2/2020,,63,4h 55m,CAD$16.99,EUR12.73,91%,4.6,8189,117217
,,,,,,,,,,,,,,,
The Complete 2020 Fullstack Web Developer Course,development,Web Development,4.6,4529,82121,8/2020,,695,66h 52m,CAD$21.99,,88%,4.5,15980,247246
AWS Certified Solutions Architect 2020 Practice Questions,it software,IT Certification,4.7,1207,11648,8/2020,,37,3h 33m,CAD$16.99,,85%,4.5,19007,52032
Learn Articulate Storyline 360 from scratch,it software,Operating Systems,4.5,1034,11303,7/2020,,75,4h 34m,,EUR11.38,84%,4.5,10233,46319
Music Composition 2,health fitness,General Health,4.6,1378,3423,4/2020,,49,6h 54m,CAD$21.99,EUR22.11,92%,4.6,1378,3423
Server Side Rendering with React and Redux,development,Game Development,4.1,111,23338,11/2017,,223,33h 4m,,EUR11.38,89%,4.2,23635,554215
Microservices Software Architecture: Patterns and Techniques,development,Software Engineering,4.6,984,3696,4/2020,,118,10h 6m,CAD$21.99,,92%,4.5,1738,8354
Android Java Masterclass - Become an App Developer,development,Programming Languages,4.7,51498,205259,7/2020,,53,6h 5m,CAD$34.99,,89%,4.7,82363,300927
Master Java Unit Testing with Spring Boot & Mockito,development,Databases,4.3,1001,6436,1/2019,,230,17h 41m,CAD$16.99,,90%,4.2,4695,37752
Business Strategy Execution: Agile Organization Design,business,Other,4.2,637,1934,12/2017,,225,22h 31m,CAD$28.99,,87%,4.2,637,1934
Cisco CCNA Wireless (200-355): The Complete Course,it software,IT Certification,4.5,1974,12772,4/2019,,299,14h 2m,CAD$16.99,,32%,4.5,3230,36354
AutoCAD Civil 3D Training: The Ultimate Course,lifestyle,Arts & Crafts,4.5,3484,31664,3/2019,,45,6h 43m,CAD$17.99,,49%,4.4,9968,62732
The Complete Guide To Analyzing Single Family Rental Houses,design,Graphic Design,4.5,352,1854,9/2020,,34,3h 26m,CAD$16.99,,64%,4.6,1003,8426
The Complete Nmap Ethical Hacking Course : Network Security,it software,Hardware,4.2,1136,10825,9/2020,,55,10h 39m,CAD$16.99,,90%,4.2,1136,10825
Microsoft 365 Administration (Exam 70-346),it software,IT Certification,4.7,1619,11409,12/2016,,200,26h 1m,CAD$20.99,,69%,4.5,23032,113804
Python 3 For Offensive PenTest: A Complete Practical Course,it software,IT Certification,4.5,2932,12912,8/2019,,123,7h 6m,CAD$21.99,,62%,4.5,3340,17633
,,,,,,,,,,,,,,,
Architecture Post-production in Photoshop,teaching academics,Language,4.2,767,18340,5/2020,,96,7h 7m,CAD$21.99,,74%,4.5,1769,35468
Start Trading Stocks Using Technical Analysis!,business,Data & Analytics,4.6,6287,25815,4/2020,,85,7h 6m,CAD$23.99,,80%,4.5,60107,236175
"Plan, Implement and Manage Microsoft Azure Intune",it software,Network & Security,4.5,2233,10784,8/2020,,50,5h 54m,CAD$16.99,,51%,4.6,74745,517844
,,,,,,,,,,,,,,,
The Complete MailChimp Email Marketing Course,personal development,Self Esteem,4.4,197,3900,9/2020,,30,10h 14m,CAD$21.99,,80%,4.1,550,9173
Design Patterns in Python,development,Web Development,4.3,314,1843,5/2019,,44,2h 50m,CAD$19.99,,87%,4.4,24003,232079
Learn Jazz Piano Today,personal development,Personal Brand Building,4.7,1603,16819,10/2020,,89,5h 5m,CAD$23.99,,67%,4.6,13235,140950
Workforce Analytics for HR,design,Web Design,4.7,4211,12048,9/2020,,392,36h 33m,CAD$21.99,,74%,4.7,39545,129718
Tableau Specialist Certification Prep,business,Finance,4.3,947,7085,12/2019,,59,7h 1m,CAD$19.99,,85%,4.1,3860,65451
Deep Learning: Convolutional Neural Networks in Python,development,Web Development,4.4,2255,16230,6/2018,,51,6h 4m,CAD$21.99,,84%,4.3,54224,808508
Pro Engineer Creo Fundamental 3D design course,design,Graphic Design,4.6,624,9313,6/2020,,10,1h 17m,CAD$20.99,,88%,4.5,8115,75825
PCIP v3.2 Exam Questions and Answers,it software,IT Certification,4.7,232,930,6/2019,,60,25h 19m,,EUR11.38,80%,4.6,1406,7038
Learn To Code By Making a 2D Platformer in Unity,development,Databases,4.6,398,3948,6/2020,,153,13h 39m,CAD$21.99,,86%,4.5,357769,1675102
C# Advanced Topics: Prepare for Technical Interviews,development,Programming Languages,4.4,10758,51879,10/2020,,363,67h 13m,CAD$23.99,EUR16.07,82%,4.4,11060,53081
"SAP HANA Installation, Operation and Administration",it software,Network & Security,4.3,2403,12621,8/2020,,138,12h 2m,CAD$16.99,,84%,4.3,2449,17663
The Podcast Masterclass: The Complete Guide to Podcasting,teaching academics,Language,4.5,3878,29444,8/2016,,31,2h 59m,CAD$23.99,EUR16.07,43%,4.5,5966,41734
AWS Certified Developer Associate 2020 Practice Quiz Test,it software,Other,4.2,669,3523,8/2020,,90,8h 37m,CAD$16.99,,56%,4.2,4621,20913
GitHub Ultimate: Master Git and GitHub - Beginner to Expert,development,Data Science,4.4,8881,34762,10/2020,,76,9h 50m,CAD$16.99,,89%,4.6,100829,404454
Python For Maya: Artist Friendly Programming,development,Data Science,4.6,3962,22367,10/2020,,217,18h 19m,,EUR11.38,91%,4.6,100829,404454
Mobile Penetration Testing of Android Applications,it software,IT Certification,3.4,443,1231,10/2020,,89,8h 39m,CAD$16.99,,89%,3.7,905,5001
Xamarin Android Uber Clone App with C# and Firebase,development,Web Development,4.3,784,3997,10/2020,,236,16h 52m,CAD$19.99,EUR20.1,74%,4.3,1534,20330
Node.js: The Complete Guide to Build RESTful APIs (2018),development,Mobile Apps,4.9,378,13377,7/2020,,64,3h 53m,CAD$21.99,,88%,4.8,1200,37918
Scala and Spark for Big Data and Machine Learning,development,Development Tools,4.3,7905,45924,9/2018,,116,35h 14m,,EUR14.73,66%,4.3,35003,165546
AWS DynamoDB - The Complete Guide (Build 18+ Hands On Demos),development,Web Development,4.5,2347,11774,4/2018,,118,11h 43m,CAD$21.99,,89%,4.4,112580,556435
Novel Writing Workshop,business,Management,4.4,292,2393,3/2016,,75,6h 27m,CAD$16.99,,89%,4.2,1584,10670
WebdriverIO - Selenium Webdriver using Node.js & More!,development,Development Tools,3.4,251,991,7/2020,,82,5h 51m,CAD$17.99,EUR20.77,69%,3.8,2093,43888
JNCIA-Junos JN0-103 Practice Exams,it software,Other,4.3,1196,6797,10/2020,,110,9h 14m,,EUR26.79,72%,4.3,4435,29166
Mulesoft - Mule ESB from Beginner to Expert,it software,IT Certification,4,4093,66180,8/2020,,256,32h 33m,CAD$39.99,,63%,4.1,12119,276093
Learn Protractor(Angular Testing) from scratch +Framework,development,Web Development,4.3,358,2587,5/2020,,118,23h 24m,CAD$17.99,,80%,4.4,7731,32830
Complete Web Automation with Excel VBA,development,Software Engineering,4.5,2164,13789,9/2020,,343,35h 18m,CAD$23.99,EUR16.07,92%,4.4,24003,232079
The Advanced Web Developer Bootcamp,development,Data Science,4.3,16511,140659,4/2019,,40,18h 48m,,EUR133.99,89%,4.5,246008,1145810
,,,,,,,,,,,,,,,
Isla Verde Spa Relaxation Massage Certificate Course,office productivity,Microsoft,4.4,5660,33030,4/2020,,116,5h 17m,CAD$20.99,EUR13.4,89%,4.6,214436,707513
MCSA: Windows Server 2016 Certification (70-742),development,Web Development,4.6,2406,10272,7/2020,,70,12h 40m,CAD$16.99,,69%,4.5,13481,93664
ROS For Beginners,development,Development Tools,4.3,2002,11841,1/2020,,35,6h 45m,CAD$23.99,,60%,4.3,35003,165574
The Ultimate Guide for Land Surveying with Drones - Part 1,business,Data & Analytics,4.5,25187,120376,9/2020,,95,20h 13m,CAD$21.99,,84%,4.5,339445,1162093
AWS Certified Solutions Architect - Associate 2020,health fitness,Mental Health,4.4,553,2244,12/2016,,218,13h 52m,CAD$21.99,,92%,4.4,981,3677
Become a SpeedDemon: Productivity Tricks to Have More Time,teaching academics,Engineering,4.6,3206,21393,8/2017,,240,34h 53m,CAD$16.99,EUR10.72,90%,4.6,3791,22697
How to Write Great Web Content - Better Search Rankings!,design,Game Design,4.9,200,1669,11/2019,,42,3h 7m,CAD$16.99,,90%,4.5,2771,13057
,,,,,,,,,,,,,,,
Ultimate Guide to Digital Sketching: Beginner to Advanced,marketing,Digital Marketing,4.5,856,4904,4/2019,,17,1h 40m,CAD$17.99,,83%,4.5,26464,140716
Java Certification : OCP (1Z0-809) Exam Simulation [2020],development,Web Development,4.8,1491,9558,10/2020,,310,23h 7m,CAD$23.99,EUR16.07,83%,4.7,87085,224428
Improve your Handwriting - Improve your Life,business,Finance,4.5,48150,252002,10/2020,,61,3h 24m,CAD$19.99,,88%,4.5,339445,1162093
How to Make Tile Based Platform Games in Gamemaker Studio 2,development,Game Development,4.4,527,5605,5/2020,,79,20h 22m,CAD$16.99,,50%,4.5,21997,97139
Salesforce Service Cloud Consultant Certification Course,it software,IT Certification,4.3,774,3879,11/2019,,419,18h 44m,CAD$16.99,,73%,4.2,21822,84160
CCNA Security - 7 Days till your Cisco 210-260 exam - Labs,it software,Other,4.3,4004,17626,6/2020,,137,9h 25m,CAD$16.99,EUR11.38,86%,4.4,21931,86103
Elasticsearch 7 and the Elastic Stack - In Depth & Hands On!,design,Other,4.3,735,4138,11/2019,,67,5h 33m,CAD$16.99,,80%,4.3,2960,25245
Optimization with Metaheuristics in Python,design,Design Tools,4.3,4691,141539,1/2017,,60,7h 50m,CAD$51.99,,55%,4.2,5961,181533
Investing 101: The Complete Online Investing Course 2020,business,Finance,4.5,218,1087,11/2017,,74,5h 43m,CAD$20.99,,83%,4.5,218,2257
The Real Estate Equity Waterfall Modeling Master Class,design,Web Design,3.9,3653,39470,7/2016,,114,11h 28m,CAD$21.99,,72%,3.9,86364,1205315
HashiCorp Certified: Terraform Associate 2020,it software,IT Certification,4.5,18920,75292,8/2020,,60,43h 22m,CAD$16.99,,89%,4.5,36843,182182
Certified Six Sigma Yellow Belt Training,business,Management,4.4,20943,176137,10/2020,,41,6h 43m,CAD$16.99,,92%,4.4,30512,320298
How to Program Voxel Worlds Like Minecraft with C# in Unity,development,Programming Languages,4.6,14899,53412,1/2020,,183,19h 56m,,EUR14.06,88%,4.6,258820,671113
Axure RP 8 - Comprehensive training for UX Design,marketing,Marketing Fundamentals,4.4,4189,11998,7/2020,,243,23h 25m,CAD$23.99,,91%,4.4,12695,56091
SwiftUI - Declarative Interfaces for any Apple Device,it software,Operating Systems,4.5,5183,23056,2/2019,,49,5h 26m,CAD$16.99,,92%,4.5,92301,476330
,,,,,,,,,,,,,,,
New Google Ads / AdWords PPC Course 2019:Beginner to Expert,health fitness,Dance,4.5,463,13679,10/2020,,64,5h 14m,CAD$16.99,EUR11.38,92%,4.3,903,48009
CFAÂ® Level 1 (2020/21) - Complete Alternative Investments,design,Game Design,4.5,1381,23681,6/2019,,81,9h 44m,CAD$24.99,,89%,4.5,21213,182870
Complete Guide to Elasticsearch,development,Software Testing,4.5,4802,21461,8/2020,,222,30h 47m,CAD$23.99,EUR30.15,88%,4.5,19737,87740
"Advanced CSS and Sass: Flexbox, Grid, Animations and More!",development,Programming Languages,4.3,1890,17639,10/2020,,177,19h 38m,,EUR13.39,90%,4.5,57233,304133
Advanced Tableau - Level of Detail Expressions / LOD,design,Game Design,4.4,1371,9911,10/2019,,40,2h 24m,CAD$17.99,,79%,4.6,1964,12359
CCA 175 - Spark and Hadoop Developer - Python (pyspark),it software,IT Certification,4.6,5878,24316,9/2020,,71,4h 55m,CAD$149.99,,89%,4.6,63201,251388
Fundamentals of 2D Game Engines with C++ SDL and Lua,development,Mobile Apps,4.6,1236,5243,12/2019,,345,39h 35m,CAD$16.99,,40%,4.4,6063,49852
Core Spatial Data Analysis: Introductory GIS with R and QGIS,health fitness,General Health,4.6,4110,19145,9/2017,,26,6h 46m,CAD$16.99,,89%,4.6,26035,130950
CISM Certification: CISM Domain 2 Video Boot Camp 2020,it software,IT Certification,3.9,564,5769,8/2020,,27,2h 21m,CAD$17.99,,89%,4,1371,19051
Learning Python for Data Analysis and Visualization,development,Web Development,4.4,17664,88143,8/2020,,340,37h 32m,CAD$29.99,,58%,4.5,93980,682792
Advanced Product Management: Leadership & Communication,design,3D & Animation,4.5,1988,8435,4/2020,,38,4h 34m,CAD$16.99,,74%,4.4,11866,190195
Six Sigma Statistics Using Minitab 17,it software,Other,4.5,248,1027,1/2017,,37,4h 30m,CAD$16.99,,51%,4.4,8668,37313
CCENT 100-105 ICND1 Practice Exams - Pass your Cisco exam,it software,Hardware,4,1047,6218,3/2020,,188,15h 55m,CAD$20.99,,89%,4,1573,20324
Pattern Making for Fashion Design - Beginner Course (Part 1),personal development,Influence,4.5,10105,59325,12/2013,,15,3h 29m,CAD$17.99,,88%,4.5,25581,113465
Go: The Complete Developer's Guide (Golang),development,Databases,4.5,4803,18098,1/2020,,57,12h 18m,,EUR11.38,92%,4.6,7303,26735
C Programming For Beginners - Master the C Language,development,Programming Languages,4.3,332,1638,4/2018,,86,5h 48m,,EUR14.73,88%,4.4,58390,649590
AWS Certified Solutions Architect Professional Practice Exam,it software,Other,4.6,2060,10334,2/2019,,68,8h 7m,CAD$16.99,,32%,4.5,35048,255012
AZ-203 Microsoft Certified Azure Developer practice exams,business,Communications,4.5,3733,23499,3/2019,,66,9h 15m,CAD$27.99,,32%,4.5,45136,373196
The Complete Financial Analyst Course 2020,business,Management,4.4,3862,13085,5/2018,,257,6h 46m,CAD$16.99,,89%,4.4,15624,36490
NetApp ONTAP 9 Storage Essentials,it software,Hardware,4.4,2086,7883,1/2019,,131,17h 29m,CAD$34.99,,92%,4.4,8199,42451
,,,,,,,,,,,,,,,
Google Tag Manager (GTM) Advanced Applications,design,User Experience,4.4,28313,64189,10/2020,,8,41m,CAD$16.99,,92%,4.4,28313,64190
Cisco CyberOps Associate CBROPS 200-201: The Complete Course,it software,Other,4.2,1026,3867,3/2018,,46,6h 1m,CAD$16.99,,56%,4.2,2326,7344
Project Management Certified Associate: CAPM Practice Tests,business,Finance,4.4,269,1407,9/2020,,228,23h 50m,CAD$54.99,,66%,4.4,269,1408
Microsoft MTA Security Fundamentals: 98-367,it software,Operating Systems,4.5,1710,10275,2/2020,,64,10h 1m,CAD$24.99,,87%,4.5,4305,43703
Conduct a Strategy Analysis using Business Analysis,design,Web Design,4.3,7521,46917,8/2020,,45,5h 13m,CAD$16.99,,37%,4.5,49583,489208
Cryptocurrency Mastery: The Complete Crypto Trading Course,business,Data & Analytics,4.5,1914,19798,10/2020,,60,6h 17m,CAD$16.99,,32%,4.6,119619,376397
Cisco CCNA 200-301 Complete Course: Packet Tracer Labs,it software,IT Certification,4.6,1011,3373,5/2019,,61,3h 22m,,EUR20.09,89%,4.7,1708,5417
Service Design: Designing for Experience Over Time,business,Data & Analytics,4.5,239,1006,9/2020,,68,4h 13m,CAD$16.99,,84%,4.2,251,1047
Ultimate AWS Certified Developer Associate 2020 - NEW!,it software,IT Certification,4.5,597,3996,3/2019,,103,11h 16m,,EUR16.07,86%,4.5,19007,52032
How to Draw Cartoon Characters In Procreate,teaching academics,Math,4.8,1265,23013,9/2020,,170,23h 56m,CAD$21.99,,80%,4.7,32198,125236
Google Workspace (G Suite) Admin - The Complete Course,it software,Network & Security,4.3,873,2767,9/2020,,199,21h 58m,CAD$17.99,,89%,4.2,906,4920
Sculpting in Zbrush,marketing,Growth Hacking,4.4,5375,45268,11/2018,,365,29h 5m,CAD$20.99,,92%,4.4,24983,192957
Apache Spark with Scala - Hands On with Big Data!,development,Databases,3.6,1128,7245,9/2020,,645,164h 0m,,EUR21.43,76%,4.2,4695,37763
Cyber Security - Python and Web Applications,it software,Network & Security,3,113,898,1/2019,,253,17h 33m,,EUR14.73,90%,3.8,145,2667
The Complete Cryptocurrency Course: More than 5 Courses in 1,design,Other,4.6,6133,30760,10/2020,,50,5h 8m,CAD$16.99,,89%,4.6,6133,30748
,,,,,,,,,,,,,,,
AWS Certified Solutions Architect Associate Exam SAA-C02,it software,IT Certification,4.6,1052,6090,5/2020,,50,3h 41m,,EUR12.05,92%,4.5,46162,130166
AZ-103 : Microsoft Azure Administrator : Practice Tests,business,Data & Analytics,4.4,5974,27006,10/2020,,101,14h 38m,CAD$19.99,,58%,4.4,170633,918295
Cisco Application Centric Infrastructure - ACI,it software,Network & Security,3.7,417,2028,9/2020,,31,5h 56m,CAD$16.99,EUR11.38,50%,4.2,9650,151114
The Complete C# and Object-Oriented Programming Course,development,Game Development,4.5,5069,29966,9/2019,,108,10h 43m,,EUR11.38,51%,4.5,5069,29975
Ultimate Web Designer & Developer Course: Build 23 Projects!,development,Programming Languages,4.2,2627,9347,1/2017,,55,5h 1m,CAD$20.99,,52%,4.3,113570,1204639
Photoshop CC 2020 MasterClass,design,Architectural Design,4.2,452,1744,4/2019,,40,5h 50m,CAD$16.99,,62%,4.5,3788,10254
AWS Certified Big Data Specialty 2020 Practice Exam Test,it software,IT Certification,4.4,235,1323,9/2020,,27,3h 49m,CAD$17.99,,86%,4.5,2006,8487
Java Web Services Part 2 - SOAP and REST Security,development,Databases,4.5,3568,14596,4/2019,,196,24h 14m,,EUR13.39,64%,4.4,6330,24966
"Node.js, Express, MongoDB & More: The Complete Bootcamp 2020",development,Web Development,4.5,2242,9487,8/2020,,149,20h 17m,CAD$16.99,,83%,4.5,13481,93689
Scrapy: Powerful Web Scraping & Crawling with Python,development,Game Development,4.7,7579,78445,11/2017,,22,3h 52m,,EUR14.73,83%,4.6,168588,720268
77-728 Microsoft Excel 2016 Expert Certification,it software,Network & Security,4.3,412,2066,7/2020,,94,34h 15m,CAD$17.99,,90%,4.2,1523,5478
Intro to Storytelling: Wow Your Crowd,teaching academics,Language,4.3,2958,23174,8/2020,,15,2h 1m,CAD$20.99,EUR22.11,32%,4.3,20660,130929
Network Hacking Continued - Intermediate to Advanced,it software,IT Certification,4.4,1318,7279,5/2020,,159,13h 50m,CAD$16.99,,73%,4.5,46162,130166
"Angular (Full App) with Angular Material, Angularfire & NgRx",development,Web Development,4.2,656,2609,6/2018,,36,5h 25m,CAD$19.99,EUR13.39,92%,4.3,25008,677830
"Logistics and Supply Chains - Fundamentals,Design,Operations",business,Project Management,3.8,18,36,10/2020,,117,6h 18m,CAD$19.99,,85%,4.1,31,55
