category,avg_rating,number_ratings,enrollment,last_updated,lectures,duration,cost,discount,inst_rating,inst_review,inst_student
business,4.6,1818.0,6531.0,20.0,454.0,1926.0,23.99,86.0,4.5,462859.0,1573740.0
development,4.5,1110.0,6669.0,18.0,55.0,341.0,16.990340000000003,85.0,4.6,7303.0,26724.0
development,4.7,1956.0,11522.0,18.0,73.0,685.0,21.99189,79.0,4.6,74745.0,517844.0
teaching_academics,4.6,2296.0,10040.0,20.0,27.0,75.0,16.99,86.0,4.6,13625.0,39692.0
business,4.4,2186.0,5718.0,20.0,81.0,529.0,23.99,90.0,4.4,2186.0,5718.0
teaching_academics,4.4,688.0,3981.0,18.0,39.0,220.0,19.99,87.0,4.6,1276.0,9598.0
business,4.6,944.0,5404.0,18.0,431.0,2747.0,19.99,78.0,4.6,24576.0,160604.0
development,4.5,2089.0,68546.0,20.0,100.0,816.0,21.99,85.0,4.5,2813.0,98589.0
design,4.7,5147.0,71906.0,20.0,94.0,993.0,16.99,87.0,4.6,34255.0,299936.0
business,4.6,548.0,2287.0,20.0,699.0,5056.0,17.99,88.0,4.5,119842.0,393060.0
design,4.7,8101.0,45471.0,20.0,104.0,1259.0,31.99,88.0,4.6,38752.0,163076.0
business,4.6,3667.0,29200.0,20.0,29.0,99.0,17.99,90.0,4.5,462859.0,1573740.0
design,4.3,460.0,3017.0,19.0,23.0,97.0,64.99,91.0,4.4,688.0,4808.0
development,4.6,1722.0,12010.0,20.0,91.0,477.0,25.99,89.0,4.4,23374.0,121544.0
it_software,4.1,1240.0,5508.0,17.0,65.0,188.0,21.99,88.0,4.1,1240.0,5508.0
personal_development,4.2,732.0,4906.0,20.0,35.0,130.0,17.99,86.0,4.3,21962.0,153297.0
development,4.5,8200.0,29143.0,20.0,289.0,2620.0,31.99,69.0,4.5,19737.0,87740.0
it_software,4.5,17671.0,75674.0,20.0,177.0,1000.0,19.99,88.0,4.4,94310.0,417971.0
it_software,4.2,2694.0,15872.0,17.0,184.0,1405.0,16.99,32.0,4.3,20252.0,165585.0
personal_development,4.6,7428.0,50774.0,20.0,20.0,60.0,20.99,90.0,4.5,51862.0,367658.0
development,4.4,670.0,3488.0,20.0,145.0,954.0,16.99,37.0,4.5,13481.0,93689.0
development,4.7,27519.0,145986.0,19.0,65.0,519.0,34.995920000000005,81.0,4.7,165670.0,562565.0
it_software,4.5,785.0,8264.0,20.0,13.0,378.0,16.990340000000003,84.0,4.6,100190.0,314001.0
marketing,4.7,460.0,4837.0,20.0,8.0,66.0,16.99,79.0,4.5,1507.0,36872.0
personal_development,4.6,816.0,6359.0,18.0,26.0,177.0,27.99,83.0,4.6,816.0,17189.0
it_software,4.5,7550.0,25589.0,20.0,47.0,404.0,16.99,32.0,4.5,7550.0,25578.0
marketing,3.8,188.0,3234.0,18.0,56.0,336.0,16.99,87.0,3.8,188.0,3235.0
development,4.7,23169.0,75921.0,20.0,48.0,422.0,16.99,87.0,4.7,200625.0,581513.0
business,4.2,569.0,4339.0,20.0,51.0,132.0,16.99,81.0,4.3,905.0,17045.0
personal_development,4.7,1341.0,18683.0,20.0,128.0,499.0,27.99,88.0,4.6,8189.0,117217.0
development,4.5,6855.0,28602.0,20.0,118.0,1213.0,16.99,50.0,4.5,193164.0,454193.0
business,4.4,479.0,1741.0,20.0,18.0,90.0,19.99,84.0,4.4,479.0,1741.0
business,4.5,3413.0,25205.0,17.0,122.0,948.0,19.99,82.0,4.5,45136.0,373196.0
teaching_academics,4.5,2843.0,41953.0,13.0,110.0,503.0,16.99,83.0,4.4,8814.0,64380.0
it_software,3.5,555.0,3731.0,20.0,195.0,1391.0,39.99,81.0,3.8,763.0,6933.0
marketing,4.4,5175.0,37385.0,17.0,20.0,135.0,23.99,67.0,4.3,12006.0,105126.0
personal_development,4.4,833.0,7586.0,20.0,78.0,263.0,19.99,88.0,4.1,4958.0,114301.0
business,4.4,1951.0,7048.0,20.0,57.0,98.0,16.99,84.0,4.4,16852.0,53475.0
it_software,4.5,930.0,5382.0,20.0,67.0,644.0,23.99,92.0,4.6,4014.0,14666.0
development,4.2,2056.0,10975.0,17.0,124.0,488.0,16.99,88.0,4.3,113570.0,1204639.0
development,4.7,6210.0,30153.0,20.0,68.0,905.0,21.99,82.0,4.7,39545.0,129718.0
it_software,4.3,3789.0,32818.0,20.0,63.0,432.0,16.99,74.0,4.6,100190.0,314001.0
teaching_academics,4.1,2105.0,5746.0,20.0,31.0,96.0,16.99,43.0,4.1,2420.0,7999.0
office_productivity,4.6,5115.0,23614.0,20.0,42.0,301.0,19.99,89.0,4.7,46341.0,154096.0
business,4.6,2631.0,26324.0,19.0,71.0,722.0,23.99,84.0,4.6,24576.0,160604.0
it_software,4.1,1051.0,5074.0,20.0,96.0,672.0,16.99,87.0,4.0,1128.0,5332.0
development,4.3,427.0,2404.0,18.0,56.0,337.0,27.99,77.0,4.3,1917.0,8793.0
it_software,4.5,160.0,670.0,19.0,45.0,328.0,27.993750000000002,89.0,4.5,23032.0,113804.0
teaching_academics,4.4,906.0,5293.0,20.0,43.0,285.0,17.99,86.0,4.4,2291.0,16633.0
it_software,4.4,345.0,6212.0,20.0,10.0,354.0,16.990340000000003,89.0,4.2,9250.0,159228.0
office_productivity,3.8,693.0,3254.0,20.0,20.0,188.0,21.99,90.0,3.8,693.0,3254.0
business,4.2,3459.0,13987.0,15.0,30.0,95.0,16.99,81.0,4.2,9123.0,64043.0
it_software,4.5,4546.0,15793.0,20.0,267.0,1964.0,69.99,51.0,4.4,39566.0,149857.0
personal_development,4.5,25104.0,178060.0,17.0,25.0,161.0,19.99,84.0,4.5,29278.0,273440.0
business,3.7,389.0,3161.0,20.0,45.0,396.0,16.99,56.0,4.2,1720.0,7310.0
